File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF363OBC	fastq	fastq		reads		ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_2	76		single-ended					774699791	Bradley Bernstein, Broad	f5eda442058e72491ecf51f409ae0e66	SRA:SRR10838415	https://www.encodeproject.org/files/ENCFF363OBC/@@download/ENCFF363OBC.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/04/27/013c7798-edfe-479a-b6cd-4dc9b2ccd122/ENCFF363OBC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/04/27/013c7798-edfe-479a-b6cd-4dc9b2ccd122/ENCFF363OBC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF827ZIK	bam	bam		unfiltered alignments	hg19	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF363OBC/, /files/ENCFF180FFB/, /files/ENCFF807MUK/, /files/ENCFF501JSP/, /files/ENCFF776LIT/, /files/ENCFF063DQC/, /files/ENCFF005ROI/	4509928683	ENCODE Processing Pipeline	216c0442c95216d18e3f269b42f41841		https://www.encodeproject.org/files/ENCFF827ZIK/@@download/ENCFF827ZIK.bam				released	s3://encode-public/2019/07/17/ee8dce34-2236-4b56-a302-04a1ea620bf0/ENCFF827ZIK.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/ee8dce34-2236-4b56-a302-04a1ea620bf0/ENCFF827ZIK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF070XCS	bam	bam		unfiltered alignments	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF643CGH/, /files/ENCFF363OBC/, /files/ENCFF180FFB/, /files/ENCFF501JSP/, /files/ENCFF776LIT/, /files/ENCFF063DQC/, /files/ENCFF005ROI/	4519103319	ENCODE Processing Pipeline	5b8ab4649900ca48b359b0aa9cb74a90		https://www.encodeproject.org/files/ENCFF070XCS/@@download/ENCFF070XCS.bam				released	s3://encode-public/2019/07/17/7ad91188-02da-4665-b05d-b4a19a243257/ENCFF070XCS.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/7ad91188-02da-4665-b05d-b4a19a243257/ENCFF070XCS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF010PJQ	bam	bam		alignments	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF643CGH/, /files/ENCFF363OBC/, /files/ENCFF180FFB/, /files/ENCFF501JSP/, /files/ENCFF776LIT/, /files/ENCFF063DQC/, /files/ENCFF005ROI/	3843810961	ENCODE Processing Pipeline	f4cf4628a955c5f3481a05f6bcd4dbda		https://www.encodeproject.org/files/ENCFF010PJQ/@@download/ENCFF010PJQ.bam				released	s3://encode-public/2019/07/17/0fe0a373-6810-45e8-b57e-500adb471025/ENCFF010PJQ.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/0fe0a373-6810-45e8-b57e-500adb471025/ENCFF010PJQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF382VJQ	bam	bam		alignments	hg19	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF363OBC/, /files/ENCFF180FFB/, /files/ENCFF807MUK/, /files/ENCFF501JSP/, /files/ENCFF776LIT/, /files/ENCFF063DQC/, /files/ENCFF005ROI/	3840109218	ENCODE Processing Pipeline	a0474bebd974e2ddcbe5ddd2ed5e839b		https://www.encodeproject.org/files/ENCFF382VJQ/@@download/ENCFF382VJQ.bam				released	s3://encode-public/2019/07/17/58d69c3c-3029-4490-8ca5-710f8512ad4c/ENCFF382VJQ.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/58d69c3c-3029-4490-8ca5-710f8512ad4c/ENCFF382VJQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF394QTU	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF349BOR/, /files/ENCFF382VJQ/	3234857	ENCODE Processing Pipeline	40ac058572bb3a2b5ee9912aff38e6e4		https://www.encodeproject.org/files/ENCFF394QTU/@@download/ENCFF394QTU.bed.gz				released	s3://encode-public/2019/07/24/61ffff50-fa44-4642-baba-765b46d2ad3a/ENCFF394QTU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/61ffff50-fa44-4642-baba-765b46d2ad3a/ENCFF394QTU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF008QCL	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF535IMT/, /files/ENCFF010PJQ/	3087364	ENCODE Processing Pipeline	62748eb2b8d1ce3a9c560272d330f7bc		https://www.encodeproject.org/files/ENCFF008QCL/@@download/ENCFF008QCL.bed.gz				released	s3://encode-public/2019/07/24/1b6b8757-b9fd-4efd-9d90-bfc43341fc75/ENCFF008QCL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/1b6b8757-b9fd-4efd-9d90-bfc43341fc75/ENCFF008QCL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF588OCE	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF008QCL/	8455830	ENCODE Processing Pipeline	4e61136e1268949d4c461a1ffc391652		https://www.encodeproject.org/files/ENCFF588OCE/@@download/ENCFF588OCE.bigBed				released	s3://encode-public/2019/07/24/8bd532f4-5105-411f-9147-88795fe0412e/ENCFF588OCE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/8bd532f4-5105-411f-9147-88795fe0412e/ENCFF588OCE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF850EZL	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF394QTU/	8835536	ENCODE Processing Pipeline	9b962c4c948242122c1b2a30887ce06b		https://www.encodeproject.org/files/ENCFF850EZL/@@download/ENCFF850EZL.bigBed				released	s3://encode-public/2019/07/24/43e5bd17-8bd4-4bd5-86fd-e45a8fe86c59/ENCFF850EZL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/43e5bd17-8bd4-4bd5-86fd-e45a8fe86c59/ENCFF850EZL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF427WMO	bigWig	bigWig		signal p-value	hg19	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF349BOR/, /files/ENCFF382VJQ/	1404941587	ENCODE Processing Pipeline	9ec4d32d09aaa6335ce684071d2c6606		https://www.encodeproject.org/files/ENCFF427WMO/@@download/ENCFF427WMO.bigWig				released	s3://encode-public/2019/07/24/768642eb-0aff-4e6c-9679-758c68cbde42/ENCFF427WMO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/768642eb-0aff-4e6c-9679-758c68cbde42/ENCFF427WMO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF418YJB	bigWig	bigWig		signal p-value	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF535IMT/, /files/ENCFF010PJQ/	1444987658	ENCODE Processing Pipeline	ceb1520161ea00482202755f198bf8ec		https://www.encodeproject.org/files/ENCFF418YJB/@@download/ENCFF418YJB.bigWig				released	s3://encode-public/2019/07/24/d40ad3c7-a8db-4715-af6b-a0ad89099343/ENCFF418YJB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/d40ad3c7-a8db-4715-af6b-a0ad89099343/ENCFF418YJB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF603RWP	bigWig	bigWig		fold change over control	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF535IMT/, /files/ENCFF010PJQ/	1768027690	ENCODE Processing Pipeline	c393d83187477ce89ff74f7e20fc8968		https://www.encodeproject.org/files/ENCFF603RWP/@@download/ENCFF603RWP.bigWig				released	s3://encode-public/2019/07/24/2986b5a1-2f40-4a77-9af0-7b177787c19e/ENCFF603RWP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/2986b5a1-2f40-4a77-9af0-7b177787c19e/ENCFF603RWP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF169CFS	bigWig	bigWig		fold change over control	hg19	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF349BOR/, /files/ENCFF382VJQ/	1770610553	ENCODE Processing Pipeline	90e58ccb921c5e8175e82d823605c347		https://www.encodeproject.org/files/ENCFF169CFS/@@download/ENCFF169CFS.bigWig				released	s3://encode-public/2019/07/24/fc7b7153-4c51-4998-a4a7-fd2ca0bbe718/ENCFF169CFS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/fc7b7153-4c51-4998-a4a7-fd2ca0bbe718/ENCFF169CFS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF299XDT	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	hg19	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF394QTU/	2371664	ENCODE Processing Pipeline	de8f740240c362af78d543f16929cfbf		https://www.encodeproject.org/files/ENCFF299XDT/@@download/ENCFF299XDT.bed.gz				released	s3://encode-public/2019/07/24/ee9d4efb-d754-46d7-9ea9-e6d3d2359322/ENCFF299XDT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/ee9d4efb-d754-46d7-9ea9-e6d3d2359322/ENCFF299XDT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF177EMQ	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	hg19	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF299XDT/	4789009	ENCODE Processing Pipeline	1b12655a9b7370f4fbc6939706d3b158		https://www.encodeproject.org/files/ENCFF177EMQ/@@download/ENCFF177EMQ.bigBed				released	s3://encode-public/2019/07/24/97353b01-c126-42a4-a36d-46249c73d516/ENCFF177EMQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/97353b01-c126-42a4-a36d-46249c73d516/ENCFF177EMQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF487CDU	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF442KWF/	4708398	ENCODE Processing Pipeline	1ef263706e951b207db41acebc0c30f4		https://www.encodeproject.org/files/ENCFF487CDU/@@download/ENCFF487CDU.bigBed				released	s3://encode-public/2019/07/24/583c07cb-5f72-4927-9bf9-114887f2fed1/ENCFF487CDU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/583c07cb-5f72-4927-9bf9-114887f2fed1/ENCFF487CDU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF442KWF	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF008QCL/	2335877	ENCODE Processing Pipeline	afbf0abc4840d6630205d192c0004576		https://www.encodeproject.org/files/ENCFF442KWF/@@download/ENCFF442KWF.bed.gz				released	s3://encode-public/2019/07/24/54404faf-1d2e-4173-9948-343eff9f9f0e/ENCFF442KWF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/54404faf-1d2e-4173-9948-343eff9f9f0e/ENCFF442KWF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF063DQC	fastq	fastq		reads		ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1	76		single-ended					543213636	Bradley Bernstein, Broad	7c0ecae6aaa5bfb997f826430f17587a	SRA:SRR10838410	https://www.encodeproject.org/files/ENCFF063DQC/@@download/ENCFF063DQC.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/07/9eb006e0-37e3-4876-9fb2-bdddee497756/ENCFF063DQC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/9eb006e0-37e3-4876-9fb2-bdddee497756/ENCFF063DQC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF776LIT	fastq	fastq		reads		ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1	76		single-ended					1159778501	Bradley Bernstein, Broad	b321cbc175a63308f39f4c48d4c6e124	SRA:SRR10838411	https://www.encodeproject.org/files/ENCFF776LIT/@@download/ENCFF776LIT.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/07/1d5af007-2f6e-4ebe-979a-95e4f657a459/ENCFF776LIT.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/1d5af007-2f6e-4ebe-979a-95e4f657a459/ENCFF776LIT.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF005ROI	fastq	fastq		reads		ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1	76		single-ended					544202708	Bradley Bernstein, Broad	335e55267be800dc657c3c5af42955c4	SRA:SRR10838412	https://www.encodeproject.org/files/ENCFF005ROI/@@download/ENCFF005ROI.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/07/10abb2ee-ac48-4f6a-8564-732eeedcdb41/ENCFF005ROI.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/10abb2ee-ac48-4f6a-8564-732eeedcdb41/ENCFF005ROI.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF180FFB	fastq	fastq		reads		ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1	76		single-ended					1117050675	Bradley Bernstein, Broad	ea1efcf7d559bde2d28f0ddef4468db0	SRA:SRR10838413	https://www.encodeproject.org/files/ENCFF180FFB/@@download/ENCFF180FFB.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/07/cf2d594c-b079-4111-a061-683154c44496/ENCFF180FFB.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/cf2d594c-b079-4111-a061-683154c44496/ENCFF180FFB.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF342IFO	bam	bam		unfiltered alignments	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF501JSP/, /files/ENCFF110MCL/, /files/ENCFF063DQC/, /files/ENCFF005ROI/, /files/ENCFF363OBC/, /files/ENCFF776LIT/, /files/ENCFF180FFB/	4530615268	ENCODE Processing Pipeline	4dbf1cc4c5cb1caa63e0db4cd8b74466		https://www.encodeproject.org/files/ENCFF342IFO/@@download/ENCFF342IFO.bam				released	s3://encode-public/2020/09/21/a58dea23-6cb3-46a2-af37-71229844a366/ENCFF342IFO.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/a58dea23-6cb3-46a2-af37-71229844a366/ENCFF342IFO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF053HVD	bam	bam		alignments	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF501JSP/, /files/ENCFF110MCL/, /files/ENCFF063DQC/, /files/ENCFF005ROI/, /files/ENCFF363OBC/, /files/ENCFF776LIT/, /files/ENCFF180FFB/	3890745428	ENCODE Processing Pipeline	7159e1009f46a33f1581f8423fcccf83		https://www.encodeproject.org/files/ENCFF053HVD/@@download/ENCFF053HVD.bam				released	s3://encode-public/2020/09/21/bde0fe9e-e498-4b91-8439-60946b6e88a4/ENCFF053HVD.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/bde0fe9e-e498-4b91-8439-60946b6e88a4/ENCFF053HVD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF149ODX	bigWig	bigWig		signal p-value	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF053HVD/, /files/ENCFF076ONX/	1606367693	ENCODE Processing Pipeline	61355bca04b5024ffe9fcb6f4466c009		https://www.encodeproject.org/files/ENCFF149ODX/@@download/ENCFF149ODX.bigWig				released	s3://encode-public/2020/09/21/e0ffc646-7eb2-4520-b697-c4545c5c3515/ENCFF149ODX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/e0ffc646-7eb2-4520-b697-c4545c5c3515/ENCFF149ODX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF888VZZ	bigWig	bigWig		fold change over control	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF053HVD/, /files/ENCFF076ONX/	1702437970	ENCODE Processing Pipeline	25a36138477452cdef2d8343378a8e03		https://www.encodeproject.org/files/ENCFF888VZZ/@@download/ENCFF888VZZ.bigWig				released	s3://encode-public/2020/09/21/d8516299-866c-44bf-810f-0f9bf4180fb0/ENCFF888VZZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/d8516299-866c-44bf-810f-0f9bf4180fb0/ENCFF888VZZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF184JAS	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF053HVD/, /files/ENCFF356LFX/, /files/ENCFF076ONX/	2336667	ENCODE Processing Pipeline	45b452fb159dd7846cb1fc586c823cae		https://www.encodeproject.org/files/ENCFF184JAS/@@download/ENCFF184JAS.bed.gz				released	s3://encode-public/2020/09/21/a8934d06-2ee2-45ee-9248-5ae0a1c608e8/ENCFF184JAS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/a8934d06-2ee2-45ee-9248-5ae0a1c608e8/ENCFF184JAS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF724ZOF	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF184JAS/	4755854	ENCODE Processing Pipeline	c87fefbf41de3d291fa1d340a26627f5		https://www.encodeproject.org/files/ENCFF724ZOF/@@download/ENCFF724ZOF.bigBed				released	s3://encode-public/2020/09/21/5ebf0d86-964b-4cc9-8dbe-f4cebee435c0/ENCFF724ZOF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/21/5ebf0d86-964b-4cc9-8dbe-f4cebee435c0/ENCFF724ZOF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
